file_name,error,cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00034.java,0,"CWE-89,CWE-601,CWE-209",439,0.0010975,0,0.0,13,0.00013,0.0012274999999999999,5.610015153884888
BenchmarkTest00017.java,0,"CWE-78,CWE-20,CWE-117",452,0.00113,0,0.0,13,0.00013,0.0012599999999999998,5.663042783737183
BenchmarkTest00046.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",676,0.00169,0,0.0,17,0.00017,0.00186,5.631545543670654
BenchmarkTest00002.java,0,"CWE-22,CWE-79,CWE-601",605,0.0015125,0,0.0,13,0.00013,0.0016424999999999999,5.71345329284668
BenchmarkTest00028.java,0,"CWE-22,CWE-78,CWE-79",464,0.00116,0,0.0,13,0.00013,0.00129,5.751938343048096
BenchmarkTest00037.java,0,"CWE-89,CWE-601,CWE-22",552,0.00138,0,0.0,13,0.00013,0.0015099999999999998,5.763221263885498
BenchmarkTest00048.java,0,"CWE-79,CWE-116,CWE-20",471,0.0011775,0,0.0,13,0.00013,0.0013074999999999999,5.770441055297852
BenchmarkTest00024.java,0,"CWE-89,CWE-22,CWE-79",452,0.00113,0,0.0,13,0.00013,0.0012599999999999998,5.8482842445373535
BenchmarkTest00015.java,0,CWE-78,484,0.00121,0,0.0,5,5e-05,0.0012599999999999998,5.8967108726501465
BenchmarkTest00001.java,0,"CWE-22,CWE-79,CWE-200",714,0.001785,0,0.0,13,0.00013,0.0019149999999999998,5.927461624145508
BenchmarkTest00023.java,0,"CWE-330,CWE-79,CWE-352",673,0.0016825,0,0.0,13,0.00013,0.0018124999999999999,5.921671152114868
BenchmarkTest00016.java,0,"CWE-20,CWE-113,CWE-117",555,0.0013875,0,0.0,13,0.00013,0.0015175,5.96392560005188
BenchmarkTest00010.java,0,"CWE-327,CWE-79,CWE-200,CWE-352",783,0.0019575,0,0.0,17,0.00017,0.0021275,6.008267164230347
BenchmarkTest00019.java,0,"CWE-327,CWE-502,CWE-117,CWE-79,CWE-22",767,0.0019175,0,0.0,21,0.00021,0.0021275,6.028450965881348
BenchmarkTest00045.java,0,"CWE-22,CWE-73,CWE-78",414,0.001035,0,0.0,13,0.00013,0.0011649999999999998,5.9946441650390625
BenchmarkTest00013.java,0,"CWE-79,CWE-116,CWE-20",358,0.000895,0,0.0,13,0.00013,0.0010249999999999999,6.1077423095703125
BenchmarkTest00022.java,0,"CWE-22,CWE-79,CWE-502,CWE-117,CWE-256",655,0.0016375,0,0.0,21,0.00021,0.0018475000000000002,6.1000075340271
BenchmarkTest00009.java,0,"CWE-22,CWE-79,CWE-327,CWE-552,CWE-117",848,0.00212,0,0.0,21,0.00021,0.00233,6.1738996505737305
BenchmarkTest00033.java,0,"CWE-89,CWE-79,CWE-209",533,0.0013325,0,0.0,13,0.00013,0.0014624999999999998,6.165064096450806
BenchmarkTest00020.java,0,"CWE-327,CWE-117,CWE-22,CWE-79",1142,0.002855,0,0.0,17,0.00017,0.003025,6.226578712463379
BenchmarkTest00005.java,0,"CWE-327,CWE-117,CWE-22,CWE-79,CWE-73",811,0.0020275,0,0.0,21,0.00021,0.0022375,6.334394216537476
BenchmarkTest00003.java,0,"CWE-79,CWE-20,CWE-200,CWE-22,CWE-311,CWE-327,CWE-502,CWE-117",875,0.0021875,0,0.0,33,0.00033,0.0025175,6.373018741607666
BenchmarkTest00029.java,0,"CWE-22,CWE-79,CWE-327,CWE-502,CWE-117",734,0.001835,0,0.0,21,0.00021,0.002045,6.3674280643463135
BenchmarkTest00035.java,0,"CWE-327,CWE-22,CWE-79,CWE-552,CWE-117",881,0.0022025,0,0.0,21,0.00021,0.0024125,6.348285913467407
BenchmarkTest00038.java,0,"CWE-89,CWE-601,CWE-117",675,0.0016875,0,0.0,13,0.00013,0.0018174999999999999,6.382849931716919
BenchmarkTest00050.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",1158,0.002895,0,0.0,21,0.00021,0.003105,6.444175481796265
BenchmarkTest00008.java,0,CWE-89,430,0.001075,0,0.0,5,5e-05,0.001125,6.463110685348511
BenchmarkTest00025.java,0,"CWE-89,CWE-79",449,0.0011225,0,0.0,9,9e-05,0.0012125,6.437429904937744
BenchmarkTest00043.java,0,"CWE-89,CWE-601",435,0.0010875,0,0.0,9,9e-05,0.0011775,6.4103288650512695
BenchmarkTest00011.java,0,"CWE-22,CWE-73,CWE-79",425,0.0010625,0,0.0,13,0.00013,0.0011925,6.4659104347229
BenchmarkTest00042.java,0,"CWE-330,CWE-352,CWE-79",726,0.001815,0,0.0,13,0.00013,0.001945,6.41968297958374
BenchmarkTest00039.java,0,"CWE-89,CWE-79",572,0.00143,0,0.0,9,9e-05,0.00152,6.3319456577301025
BenchmarkTest00054.java,0,"CWE-22,CWE-79,CWE-200,CWE-311,CWE-327,CWE-552,CWE-918",1228,0.00307,0,0.0,29,0.00029,0.0033599999999999997,2.1653873920440674
BenchmarkTest00064.java,0,"CWE-22,CWE-79,CWE-200",640,0.0016,0,0.0,13,0.00013,0.00173,1.9316513538360596
BenchmarkTest00061.java,0,"CWE-22,CWE-79,CWE-601,CWE-73",613,0.0015325,0,0.0,17,0.00017,0.0017025,2.026808738708496
BenchmarkTest00060.java,0,"CWE-22,CWE-79,CWE-113",626,0.001565,0,0.0,13,0.00013,0.001695,2.121319055557251
BenchmarkTest00056.java,0,"CWE-79,CWE-117,CWE-327,CWE-22,CWE-200,CWE-502",1389,0.0034725,0,0.0,25,0.00025,0.0037225,2.250541925430298
BenchmarkTest00058.java,0,"CWE-79,CWE-22,CWE-200,CWE-311,CWE-327,CWE-502,CWE-117",915,0.0022875,0,0.0,29,0.00029,0.0025775,2.2598583698272705
BenchmarkTest00059.java,0,"CWE-79,CWE-200,CWE-327,CWE-22,CWE-502,CWE-918",974,0.002435,0,0.0,25,0.00025,0.002685,2.3046553134918213
BenchmarkTest00063.java,0,"CWE-22,CWE-79,CWE-200,CWE-601",751,0.0018775,0,0.0,17,0.00017,0.0020475,2.3171191215515137
BenchmarkTest00065.java,0,"CWE-22,CWE-79,CWE-200,CWE-73",774,0.001935,0,0.0,17,0.00017,0.002105,2.314934730529785
BenchmarkTest00057.java,0,"CWE-79,CWE-20,CWE-200,CWE-327,CWE-22,CWE-502,CWE-918,CWE-16",999,0.0024975,0,0.0,33,0.00033,0.0028275,2.360765218734741
BenchmarkTest00062.java,0,"CWE-22,CWE-79,CWE-200,CWE-601",805,0.0020125,0,0.0,17,0.00017,0.0021825,2.347656488418579
BenchmarkTest00068.java,0,"CWE-79,CWE-352,CWE-200,CWE-16,CWE-20,CWE-201",871,0.0021775,0,0.0,25,0.00025,0.0024275,2.3275094032287598
BenchmarkTest00053.java,0,"CWE-79,CWE-327,CWE-22,CWE-200,CWE-502,CWE-16",1300,0.00325,0,0.0,25,0.00025,0.0034999999999999996,2.3938710689544678
BenchmarkTest00055.java,0,"CWE-79,CWE-117,CWE-327,CWE-22,CWE-200,CWE-502",1322,0.003305,0,0.0,25,0.00025,0.003555,2.3908791542053223
BenchmarkTest00070.java,0,"CWE-79,CWE-20,CWE-200,CWE-327,CWE-22,CWE-502,CWE-918,CWE-16",929,0.0023225,0,0.0,33,0.00033,0.0026525,2.32450795173645
BenchmarkTest00069.java,0,"CWE-79,CWE-200,CWE-22,CWE-311,CWE-352,CWE-502,CWE-539,CWE-614",982,0.002455,0,0.0,33,0.00033,0.002785,2.3295083045959473
BenchmarkTest00067.java,0,"CWE-79,CWE-327,CWE-352,CWE-384,CWE-539,CWE-200,CWE-330",1076,0.00269,0,0.0,29,0.00029,0.00298,2.3365085124969482
BenchmarkTest00066.java,0,"CWE-79,CWE-352,CWE-200,CWE-330,CWE-16",877,0.0021925,0,0.0,21,0.00021,0.0024025,2.3585050106048584
BenchmarkTest00071.java,0,"CWE-79,CWE-20,CWE-200,CWE-327,CWE-22,CWE-502,CWE-117",933,0.0023325,0,0.0,29,0.00029,0.0026225,2.6192312240600586
BenchmarkTest00092.java,0,"CWE-78,CWE-20,CWE-22,CWE-79",688,0.00172,0,0.0,17,0.00017,0.00189,1.9416217803955078
BenchmarkTest00077.java,0,"CWE-78,CWE-20,CWE-22,CWE-200",716,0.00179,0,0.0,17,0.00017,0.00196,1.9545631408691406
BenchmarkTest00081.java,0,"CWE-79,CWE-352,CWE-200,CWE-16,CWE-20",840,0.0021,0,0.0,21,0.00021,0.00231,1.9534189701080322
BenchmarkTest00089.java,0,"CWE-79,CWE-113,CWE-20",736,0.00184,0,0.0,13,0.00013,0.00197,1.9446709156036377
BenchmarkTest00082.java,0,"CWE-79,CWE-200,CWE-352,CWE-16,CWE-20",851,0.0021275,0,0.0,21,0.00021,0.0023375,1.9794154167175293
BenchmarkTest00079.java,0,"CWE-79,CWE-352,CWE-539,CWE-200,CWE-327,CWE-384",942,0.002355,0,0.0,25,0.00025,0.0026049999999999997,1.9884169101715088
BenchmarkTest00085.java,0,"CWE-79,CWE-352,CWE-200,CWE-330,CWE-16",908,0.00227,0,0.0,21,0.00021,0.00248,2.045199155807495
BenchmarkTest00073.java,0,"CWE-79,CWE-200,CWE-352,CWE-327,CWE-20,CWE-22,CWE-73",916,0.00229,0,0.0,29,0.00029,0.00258,2.10964035987854
BenchmarkTest00078.java,0,"CWE-79,CWE-352,CWE-539,CWE-200,CWE-327",892,0.00223,0,0.0,21,0.00021,0.0024400000000000003,2.073497772216797
BenchmarkTest00086.java,0,"CWE-79,CWE-352,CWE-539,CWE-200",864,0.00216,0,0.0,17,0.00017,0.00233,2.060112714767456
BenchmarkTest00087.java,0,"CWE-79,CWE-200,CWE-201,CWE-16,CWE-614,CWE-20,CWE-113",742,0.001855,0,0.0,29,0.00029,0.002145,2.164642572402954
BenchmarkTest00090.java,0,"CWE-78,CWE-601,CWE-20,CWE-200",637,0.0015925,0,0.0,17,0.00017,0.0017625,2.185128688812256
BenchmarkTest00075.java,0,"CWE-79,CWE-20,CWE-327,CWE-22,CWE-200,CWE-502,CWE-918,CWE-73",910,0.002275,0,0.0,33,0.00033,0.002605,2.3022494316101074
BenchmarkTest00080.java,0,"CWE-79,CWE-352,CWE-539,CWE-200,CWE-327",855,0.0021375,0,0.0,21,0.00021,0.0023475,2.3307716846466064
BenchmarkTest00084.java,0,"CWE-79,CWE-352,CWE-200,CWE-16,CWE-20,CWE-201",849,0.0021225,0,0.0,25,0.00025,0.0023724999999999996,2.367708444595337
BenchmarkTest00076.java,0,"CWE-79,CWE-20,CWE-327,CWE-22,CWE-200,CWE-502,CWE-73,CWE-918",973,0.0024325,0,0.0,33,0.00033,0.0027625,2.4021565914154053
BenchmarkTest00093.java,0,"CWE-78,CWE-88,CWE-601",685,0.0017125,0,0.0,13,0.00013,0.0018425,2.4781086444854736
BenchmarkTest00088.java,0,"CWE-79,CWE-601,CWE-20,CWE-200",709,0.0017725,0,0.0,17,0.00017,0.0019425,2.6815855503082275
BenchmarkTest00083.java,0,"CWE-79,CWE-352,CWE-539,CWE-327,CWE-200",867,0.0021675,0,0.0,21,0.00021,0.0023775000000000003,2.6971569061279297
BenchmarkTest00074.java,0,"CWE-79,CWE-200,CWE-201,CWE-22,CWE-311,CWE-327,CWE-502,CWE-117",966,0.002415,0,0.0,33,0.00033,0.002745,2.6074092388153076
BenchmarkTest00091.java,0,"CWE-78,CWE-20,CWE-22,CWE-79",596,0.00149,0,0.0,17,0.00017,0.00166,2.7993762493133545
BenchmarkTest00100.java,0,"CWE-89,CWE-79,CWE-601,CWE-200,CWE-16",716,0.00179,0,0.0,21,0.00021,0.002,2.6816585063934326
BenchmarkTest00072.java,0,"CWE-79,CWE-20,CWE-22,CWE-200,CWE-311,CWE-327,CWE-502",928,0.00232,0,0.0,29,0.00029,0.00261,3.0634548664093018
BenchmarkTest00094.java,0,"CWE-79,CWE-352,CWE-200,CWE-16,CWE-20,CWE-201",983,0.0024575,0,0.0,25,0.00025,0.0027075,2.9574873447418213
BenchmarkTest00101.java,0,"CWE-89,CWE-601,CWE-79,CWE-16",670,0.001675,0,0.0,17,0.00017,0.001845,2.870934247970581
BenchmarkTest00102.java,0,"CWE-89,CWE-79,CWE-601,CWE-200,CWE-16",677,0.0016925,0,0.0,21,0.00021,0.0019025000000000001,2.8737545013427734
BenchmarkTest00096.java,0,"CWE-79,CWE-352,CWE-200,CWE-16,CWE-20,CWE-201,CWE-539",908,0.00227,0,0.0,29,0.00029,0.0025599999999999998,2.941228151321411
BenchmarkTest00103.java,0,"CWE-89,CWE-79,CWE-601,CWE-200,CWE-16",684,0.00171,0,0.0,21,0.00021,0.0019199999999999998,2.900726556777954
BenchmarkTest00104.java,0,"CWE-89,CWE-79,CWE-601,CWE-16,CWE-200",641,0.0016025,0,0.0,21,0.00021,0.0018124999999999999,2.788747549057007
BenchmarkTest00105.java,0,"CWE-89,CWE-601,CWE-200,CWE-16",617,0.0015425,0,0.0,17,0.00017,0.0017125,2.7952215671539307
BenchmarkTest00095.java,0,"CWE-79,CWE-352,CWE-200,CWE-16,CWE-539,CWE-614",980,0.00245,0,0.0,25,0.00025,0.0027,3.184579610824585
BenchmarkTest00114.java,0,"CWE-89,CWE-601,CWE-20,CWE-16",627,0.0015675,0,0.0,17,0.00017,0.0017375000000000001,2.2398765087127686
BenchmarkTest00108.java,0,"CWE-89,CWE-601,CWE-20,CWE-16,CWE-73",687,0.0017175,0,0.0,21,0.00021,0.0019275,2.250798225402832
BenchmarkTest00120.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",1176,0.00294,0,0.0,21,0.00021,0.00315,2.238867998123169
BenchmarkTest00110.java,0,"CWE-89,CWE-79,CWE-601,CWE-200,CWE-16",832,0.00208,0,0.0,21,0.00021,0.00229,2.25022554397583
BenchmarkTest00121.java,0,"CWE-22,CWE-79,CWE-117,CWE-256,CWE-327,CWE-502",1142,0.002855,0,0.0,25,0.00025,0.003105,2.243224620819092
BenchmarkTest00112.java,0,"CWE-89,CWE-79,CWE-601,CWE-16,CWE-20",605,0.0015125,0,0.0,21,0.00021,0.0017225,2.2502241134643555
BenchmarkTest00107.java,0,"CWE-89,CWE-601,CWE-20,CWE-22,CWE-200",821,0.0020525,0,0.0,21,0.00021,0.0022625,2.28043270111084
BenchmarkTest00119.java,0,"CWE-327,CWE-79,CWE-117,CWE-22,CWE-200,CWE-502",1340,0.00335,0,0.0,25,0.00025,0.0036,2.24068021774292
BenchmarkTest00111.java,0,"CWE-89,CWE-601,CWE-20,CWE-200",648,0.00162,0,0.0,17,0.00017,0.00179,2.2472245693206787
BenchmarkTest00106.java,0,"CWE-89,CWE-601,CWE-20,CWE-200",654,0.001635,0,0.0,17,0.00017,0.001805,2.2727370262145996
BenchmarkTest00109.java,0,"CWE-89,CWE-79,CWE-601,CWE-117,CWE-16",633,0.0015825,0,0.0,21,0.00021,0.0017924999999999998,2.255223512649536
BenchmarkTest00117.java,0,"CWE-79,CWE-20,CWE-73,CWE-91,CWE-601,CWE-22,CWE-643,CWE-200",847,0.0021175,0,0.0,33,0.00033,0.0024475,2.6056249141693115
BenchmarkTest00118.java,0,"CWE-79,CWE-20,CWE-73,CWE-91,CWE-611,CWE-22,CWE-200",769,0.0019225,0,0.0,29,0.00029,0.0022125,2.626276731491089
BenchmarkTest00113.java,0,"CWE-89,CWE-601,CWE-20,CWE-200",679,0.0016975,0,0.0,17,0.00017,0.0018675,2.8547892570495605
BenchmarkTest00123.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",829,0.0020725,0,0.0,21,0.00021,0.0022825000000000002,2.8235044479370117
BenchmarkTest00122.java,0,"CWE-22,CWE-79,CWE-117,CWE-256",1084,0.00271,0,0.0,17,0.00017,0.00288,2.935086250305176
BenchmarkTest00126.java,0,"CWE-22,CWE-79,CWE-327,CWE-552,CWE-117",833,0.0020825,0,0.0,21,0.00021,0.0022925000000000003,2.4758005142211914
BenchmarkTest00146.java,0,"CWE-79,CWE-116,CWE-20",407,0.0010175,0,0.0,13,0.00013,0.0011474999999999999,1.5887823104858398
BenchmarkTest00115.java,0,"CWE-89,CWE-601,CWE-20,CWE-200",673,0.0016825,0,0.0,17,0.00017,0.0018525,3.0794036388397217
BenchmarkTest00127.java,0,"CWE-327,CWE-117,CWE-22,CWE-79,CWE-73",869,0.0021725,0,0.0,21,0.00021,0.0023825,2.574251174926758
BenchmarkTest00128.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",837,0.0020925,0,0.0,21,0.00021,0.0023025000000000003,2.5914249420166016
BenchmarkTest00116.java,0,"CWE-79,CWE-20,CWE-73,CWE-91,CWE-22,CWE-611",922,0.002305,0,0.0,25,0.00025,0.002555,3.1487677097320557
BenchmarkTest00129.java,0,"CWE-327,CWE-117,CWE-22,CWE-79,CWE-73",811,0.0020275,0,0.0,21,0.00021,0.0022375,2.5206127166748047
BenchmarkTest00130.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",889,0.0022225,0,0.0,21,0.00021,0.0024325,2.478170871734619
BenchmarkTest00124.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",848,0.00212,0,0.0,21,0.00021,0.00233,2.7153685092926025
BenchmarkTest00138.java,0,"CWE-90,CWE-116",761,0.0019025,0,0.0,9,9e-05,0.0019925,1.588789463043213
BenchmarkTest00132.java,0,"CWE-22,CWE-73",656,0.00164,0,0.0,9,9e-05,0.00173,2.3695578575134277
BenchmarkTest00131.java,0,"CWE-22,CWE-73",500,0.00125,0,0.0,9,9e-05,0.00134,2.235605001449585
BenchmarkTest00125.java,0,"CWE-327,CWE-22,CWE-79,CWE-117,CWE-502",831,0.0020775,0,0.0,21,0.00021,0.0022875,2.5623748302459717
BenchmarkTest00133.java,0,"CWE-22,CWE-73",544,0.00136,0,0.0,9,9e-05,0.0014500000000000001,2.078662633895874
BenchmarkTest00137.java,0,"CWE-22,CWE-73,CWE-78",680,0.0017,0,0.0,13,0.00013,0.0018299999999999998,1.6914002895355225
BenchmarkTest00136.java,0,"CWE-22,CWE-78,CWE-73",547,0.0013675,0,0.0,13,0.00013,0.0014975,1.753330945968628
BenchmarkTest00134.java,0,"CWE-22,CWE-73,CWE-78",492,0.00123,0,0.0,13,0.00013,0.0013599999999999999,2.039139747619629
BenchmarkTest00135.java,0,"CWE-22,CWE-73,CWE-78,CWE-79",510,0.001275,0,0.0,17,0.00017,0.001445,1.866957187652588
BenchmarkTest00140.java,0,"CWE-20,CWE-79,CWE-352,CWE-200,CWE-201,CWE-330",757,0.0018925,0,0.0,25,0.00025,0.0021425000000000003,1.9463214874267578
BenchmarkTest00139.java,0,"CWE-90,CWE-79,CWE-74,CWE-20,CWE-117",935,0.0023375,0,0.0,21,0.00021,0.0025475000000000003,2.0708296298980713
BenchmarkTest00148.java,0,"CWE-79,CWE-116",388,0.00097,0,0.0,9,9e-05,0.00106,2.234489679336548
BenchmarkTest00152.java,0,"CWE-79,CWE-116,CWE-20",428,0.00107,0,0.0,13,0.00013,0.0012,1.7464485168457031
BenchmarkTest00147.java,0,"CWE-79,CWE-116,CWE-20",422,0.001055,0,0.0,13,0.00013,0.0011849999999999999,2.226309299468994
BenchmarkTest00150.java,0,"CWE-79,CWE-116",393,0.0009825,0,0.0,9,9e-05,0.0010725,1.7231671810150146
BenchmarkTest00149.java,0,"CWE-79,CWE-116,CWE-20",383,0.0009575,0,0.0,13,0.00013,0.0010875,1.7533009052276611
BenchmarkTest00142.java,0,"CWE-22,CWE-79,CWE-117,CWE-502,CWE-73",718,0.001795,0,0.0,21,0.00021,0.002005,2.267653703689575
BenchmarkTest00143.java,0,"CWE-20,CWE-22,CWE-79,CWE-117,CWE-327,CWE-502",824,0.00206,0,0.0,25,0.00025,0.0023100000000000004,2.2686543464660645
BenchmarkTest00144.java,0,"CWE-79,CWE-116,CWE-20",414,0.001035,0,0.0,13,0.00013,0.0011649999999999998,2.270653486251831
BenchmarkTest00153.java,0,"CWE-79,CWE-116",418,0.001045,0,0.0,9,9e-05,0.001135,1.753450632095337
BenchmarkTest00151.java,0,"CWE-79,CWE-116,CWE-20",415,0.0010375,0,0.0,13,0.00013,0.0011675,1.7624530792236328
BenchmarkTest00145.java,0,"CWE-79,CWE-116,CWE-20",436,0.00109,0,0.0,13,0.00013,0.00122,2.399683713912964
BenchmarkTest00159.java,0,"CWE-78,CWE-20",503,0.0012575,0,0.0,9,9e-05,0.0013475,1.5871543884277344
BenchmarkTest00141.java,0,"CWE-327,CWE-22,CWE-79,CWE-117",829,0.0020725,0,0.0,17,0.00017,0.0022425,2.6526288986206055
BenchmarkTest00158.java,0,CWE-78,509,0.0012725,0,0.0,5,5e-05,0.0013224999999999999,1.8298146724700928
BenchmarkTest00154.java,0,"CWE-79,CWE-116,CWE-20",426,0.001065,0,0.0,13,0.00013,0.0011949999999999999,2.128866195678711
BenchmarkTest00156.java,0,"CWE-79,CWE-116",402,0.001005,0,0.0,9,9e-05,0.001095,1.9313437938690186
BenchmarkTest00160.java,0,"CWE-79,CWE-327,CWE-352,CWE-200,CWE-16",760,0.0019,0,0.0,21,0.00021,0.00211,2.1915674209594727
BenchmarkTest00157.java,0,"CWE-79,CWE-116",362,0.000905,0,0.0,9,9e-05,0.000995,2.4256227016448975
BenchmarkTest00155.java,0,"CWE-79,CWE-116,CWE-20",364,0.00091,0,0.0,13,0.00013,0.00104,2.7044711112976074
BenchmarkTest00163.java,0,"CWE-79,CWE-327,CWE-352,CWE-384,CWE-200",705,0.0017625,0,0.0,21,0.00021,0.0019725,2.1324515342712402
BenchmarkTest00180.java,0,"CWE-79,CWE-352,CWE-200,CWE-201,CWE-16",797,0.0019925,0,0.0,21,0.00021,0.0022025,1.9564085006713867
BenchmarkTest00181.java,0,"CWE-352,CWE-200,CWE-79,CWE-539",741,0.0018525,0,0.0,17,0.00017,0.0020225,2.2553768157958984
BenchmarkTest00164.java,0,"CWE-20,CWE-79,CWE-327,CWE-200",708,0.00177,0,0.0,17,0.00017,0.00194,2.6044504642486572
BenchmarkTest00162.java,0,"CWE-352,CWE-200,CWE-79",688,0.00172,0,0.0,13,0.00013,0.0018499999999999999,2.9510512351989746
BenchmarkTest00174.java,0,"CWE-78,CWE-20,CWE-117",464,0.00116,0,0.0,13,0.00013,0.00129,2.7624688148498535
BenchmarkTest00170.java,0,"CWE-79,CWE-200,CWE-201,CWE-614,CWE-16",788,0.00197,0,0.0,21,0.00021,0.00218,2.774428606033325
BenchmarkTest00166.java,0,"CWE-79,CWE-352,CWE-200,CWE-330",673,0.0016825,0,0.0,17,0.00017,0.0018525,2.79353666305542
BenchmarkTest00161.java,0,"CWE-79,CWE-200,CWE-352,CWE-16",831,0.0020775,0,0.0,17,0.00017,0.0022475,3.141220808029175
BenchmarkTest00167.java,0,"CWE-327,CWE-352,CWE-200,CWE-79",721,0.0018025,0,0.0,17,0.00017,0.0019725000000000003,2.7645652294158936
BenchmarkTest00172.java,0,"CWE-78,CWE-20,CWE-117",537,0.0013425,0,0.0,13,0.00013,0.0014724999999999999,2.6871235370635986
BenchmarkTest00175.java,0,"CWE-78,CWE-20",533,0.0013325,0,0.0,9,9e-05,0.0014225,2.66726016998291
BenchmarkTest00173.java,0,"CWE-78,CWE-20",518,0.001295,0,0.0,9,9e-05,0.001385,2.6016597747802734
BenchmarkTest00185.java,0,"CWE-20,CWE-79,CWE-327,CWE-200",837,0.0020925,0,0.0,17,0.00017,0.0022625,2.595667839050293
BenchmarkTest00168.java,0,"CWE-79,CWE-327,CWE-200,CWE-352",707,0.0017675,0,0.0,17,0.00017,0.0019375,2.8019025325775146
BenchmarkTest00165.java,0,"CWE-352,CWE-200,CWE-330,CWE-79",705,0.0017625,0,0.0,17,0.00017,0.0019325,3.332134246826172
BenchmarkTest00186.java,0,"CWE-79,CWE-200,CWE-201,CWE-327,CWE-539",972,0.00243,0,0.0,21,0.00021,0.00264,3.0664970874786377
BenchmarkTest00201.java,0,"CWE-89,CWE-79",692,0.00173,0,0.0,9,9e-05,0.00182,2.835475206375122
BenchmarkTest00169.java,0,"CWE-614,CWE-16,CWE-20,CWE-79",616,0.00154,0,0.0,17,0.00017,0.00171,3.7617108821868896
BenchmarkTest00190.java,0,CWE-89,530,0.001325,0,0.0,5,5e-05,0.001375,4.097792863845825
BenchmarkTest00200.java,0,"CWE-89,CWE-116",528,0.00132,0,0.0,9,9e-05,0.00141,3.3901848793029785
BenchmarkTest00191.java,0,"CWE-89,CWE-116",543,0.0013575,0,0.0,9,9e-05,0.0014475,3.5127644538879395
BenchmarkTest00192.java,0,"CWE-89,CWE-116",539,0.0013475,0,0.0,9,9e-05,0.0014375,3.5257644653320312
BenchmarkTest00177.java,0,"CWE-78,CWE-20,CWE-117",507,0.0012675,0,0.0,13,0.00013,0.0013974999999999999,4.252484560012817
BenchmarkTest00204.java,0,"CWE-89,CWE-116,CWE-601",467,0.0011675,0,0.0,13,0.00013,0.0012974999999999998,3.0569663047790527
BenchmarkTest00194.java,0,"CWE-89,CWE-79,CWE-117",508,0.00127,0,0.0,13,0.00013,0.0014,3.5307624340057373
BenchmarkTest00176.java,0,"CWE-78,CWE-20,CWE-117",472,0.00118,0,0.0,13,0.00013,0.00131,4.114367246627808
BenchmarkTest00195.java,0,"CWE-89,CWE-116,CWE-601",485,0.0012125,0,0.0,13,0.00013,0.0013425,3.6042778491973877
