file_name,is_real_vulnerability,error,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00023.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",672,0.000168,1664,0.003328,18,3.6e-05,0.003532,29.370762586593628
BenchmarkTest00024.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,451,0.00011275,704,0.001408,14,2.8e-05,0.00154875,20.82250666618347
BenchmarkTest00025.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-200,CWE-209",448,0.000112,1024,0.002048,22,4.4e-05,0.002204,21.96832847595215
BenchmarkTest00026.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",499,0.00012475,832,0.001664,18,3.6e-05,0.00182475,21.96222758293152
BenchmarkTest00027.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-79,CWE-200",399,9.975e-05,640,0.00128,22,4.4e-05,0.00142375,21.472087144851685
BenchmarkTest00028.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-73,CWE-200",463,0.00011575,1088,0.002176,22,4.4e-05,0.00233575,23.606561183929443
BenchmarkTest00029.java,1,0,CWE-328,CWE-326,0,1,0,0,0,"CWE-759,CWE-326,CWE-200",733,0.00018325,2240,0.00448,22,4.4e-05,0.00470725,35.120037317276
BenchmarkTest00030.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-134,CWE-79",347,8.675e-05,704,0.001408,18,3.6e-05,0.00153075,21.95980167388916
BenchmarkTest00032.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-200,CWE-209",462,0.0001155,960,0.00192,22,4.4e-05,0.0020795,24.766451597213745
BenchmarkTest00033.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-200",532,0.000133,896,0.001792,18,3.6e-05,0.001961,21.46294212341309
BenchmarkTest00034.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",438,0.0001095,960,0.00192,18,3.6e-05,0.0020655,24.18058466911316
BenchmarkTest00035.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",880,0.00022,2432,0.004864,18,3.6e-05,0.0051199999999999,35.6329185962677
BenchmarkTest00036.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-116",432,0.000108,896,0.001792,18,3.6e-05,0.001936,21.943882703781128
BenchmarkTest00037.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,551,0.00013775,1280,0.00256,14,2.8e-05,0.00272575,26.195819854736328
BenchmarkTest00038.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-200",674,0.0001685,832,0.001664,18,3.6e-05,0.0018685,21.947738647460938
BenchmarkTest00039.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",571,0.00014275,960,0.00192,18,3.6e-05,0.00209875,24.15212059020996
BenchmarkTest00040.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",409,0.00010225,768,0.001536,18,3.6e-05,0.00167425,19.9046151638031
BenchmarkTest00041.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,355,8.875e-05,448,0.000896,14,2.8e-05,0.00101275,19.24185800552368
BenchmarkTest00042.java,0,0,CWE-330,,,0,0,1,0,CWE-200,725,0.00018125,1856,0.003712,14,2.8e-05,0.00392125,31.517799615859985
BenchmarkTest00043.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-79,CWE-209",434,0.0001085,832,0.001664,22,4.4e-05,0.0018165,22.487431287765503
BenchmarkTest00044.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-90,CWE-79,CWE-200",672,0.000168,576,0.001152,23,4.6e-05,0.001366,19.83268094062805
BenchmarkTest00045.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-73",413,0.00010325,960,0.00192,18,3.6e-05,0.00205925,22.49737858772278
BenchmarkTest00046.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-400",675,0.00016875,1664,0.003328,18,3.6e-05,0.00353275,28.56672477722168
BenchmarkTest00047.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",475,0.00011875,768,0.001536,18,3.6e-05,0.00169075,21.451387405395508
BenchmarkTest00048.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,470,0.0001175,576,0.001152,14,2.8e-05,0.0012975,19.003549814224243
BenchmarkTest00049.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,468,0.000117,1088,0.002176,15,3e-05,0.002323,24.85171222686768
BenchmarkTest00050.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-209",1157,0.00028925,1344,0.002688,22,4.4e-05,0.00302125,28.339215517044067
BenchmarkTest00051.java,0,0,CWE-78,CWE-78,1,0,1,0,0,"CWE-78,CWE-79",461,0.00011525,832,0.001664,18,3.6e-05,0.0018152499999999,22.48935580253601
BenchmarkTest00052.java,0,0,CWE-89,CWE-89,1,0,1,0,0,CWE-89,456,0.000114,576,0.001152,14,2.8e-05,0.001294,19.605306386947632
BenchmarkTest00053.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209,CWE-200",1299,0.00032475,2176,0.004352,22,4.4e-05,0.00472075,34.562037229537964
BenchmarkTest00054.java,0,0,CWE-327,,,0,0,1,0,"CWE-798,CWE-200,CWE-209",1227,0.00030675,2816,0.005632,22,4.4e-05,0.0059827499999999,39.45077633857727
BenchmarkTest00055.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-798,CWE-312,CWE-200",1321,0.00033025,2560,0.00512,26,5.2e-05,0.00550225,31.7176570892334
BenchmarkTest00056.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-209",1388,0.000347,2048,0.004096,22,4.4e-05,0.004487,29.452674388885494
BenchmarkTest00057.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-798,CWE-200,CWE-614",998,0.0002495,2368,0.004736,26,5.2e-05,0.0050374999999999,33.995352268218994
BenchmarkTest00058.java,0,0,CWE-327,,,0,0,1,0,"CWE-798,CWE-209,CWE-200,CWE-113",914,0.0002285,3136,0.006272,26,5.2e-05,0.0065525,40.80213618278504
BenchmarkTest00059.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-798,CWE-200",973,0.00024325,1984,0.003968,22,4.4e-05,0.00425525,30.272606134414676
BenchmarkTest00060.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-73,CWE-200",625,0.00015625,1536,0.003072,22,4.4e-05,0.00327225,29.56888723373413
BenchmarkTest00061.java,1,0,CWE-22,,,0,0,0,1,CWE-200,612,0.000153,2240,0.00448,15,3e-05,0.004663,37.39878702163696
BenchmarkTest00062.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",804,0.000201,1472,0.002944,18,3.6e-05,0.003181,30.53435182571411
BenchmarkTest00063.java,0,0,CWE-22,,,0,0,1,0,CWE-209,750,0.0001875,2176,0.004352,14,2.8e-05,0.0045675,35.07930397987366
BenchmarkTest00064.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,639,0.00015975,1792,0.003584,12,2.4e-05,0.00376775,28.103732347488403
BenchmarkTest00065.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-73,CWE-20",773,0.00019325,1728,0.003456,22,4.4e-05,0.00369325,33.49124884605408
BenchmarkTest00066.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-200,CWE-330,CWE-338",876,0.000219,2688,0.005376,22,4.4e-05,0.0056389999999999,38.60656523704529
BenchmarkTest00067.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,1075,0.00026875,1984,0.003968,14,2.8e-05,0.00426475,29.016611337661743
BenchmarkTest00068.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-200,CWE-330",870,0.0002175,2240,0.00448,18,3.6e-05,0.0047334999999999,30.48535990715027
BenchmarkTest00069.java,0,0,CWE-328,,,0,0,1,0,"CWE-798,CWE-200",981,0.00024525,2112,0.004224,18,3.6e-05,0.00450525,33.0435905456543
BenchmarkTest00070.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-798,CWE-200",928,0.000232,1856,0.003712,22,4.4e-05,0.0039879999999999,36.10017681121826
BenchmarkTest00071.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-798,CWE-200",932,0.000233,2432,0.004864,22,4.4e-05,0.005141,36.103185176849365
BenchmarkTest00072.java,0,0,CWE-328,,,0,0,1,0,"CWE-798,CWE-200",927,0.00023175,3008,0.006016,18,3.6e-05,0.0062837499999999,41.34642219543457
BenchmarkTest00073.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-200",915,0.00022875,2240,0.00448,18,3.6e-05,0.0047447499999999,34.591856718063354
BenchmarkTest00074.java,1,0,CWE-328,,,0,0,0,1,"CWE-798,CWE-200",965,0.00024125,2560,0.00512,18,3.6e-05,0.00539725,36.64627051353455
BenchmarkTest00075.java,0,0,CWE-328,CWE-327,0,0,1,0,0,"CWE-798,CWE-312,CWE-200,CWE-327",909,0.00022725,3264,0.006528,26,5.2e-05,0.00680725,42.116639375686646
BenchmarkTest00076.java,0,0,CWE-328,,,0,0,1,0,"CWE-798,CWE-200,CWE-400",972,0.000243,2240,0.00448,22,4.4e-05,0.0047669999999999,31.773231029510494
BenchmarkTest00077.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,715,0.00017875,832,0.001664,15,3e-05,0.00187275,23.57744598388672
BenchmarkTest00078.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-113",891,0.00022275,2176,0.004352,18,3.6e-05,0.0046107499999999,33.48327159881592
BenchmarkTest00079.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",941,0.00023525,1792,0.003584,18,3.6e-05,0.0038552499999999,30.76849102973938
BenchmarkTest00080.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-338,CWE-330",854,0.0002135,2048,0.004096,18,3.6e-05,0.0043454999999999,29.60967063903809
BenchmarkTest00081.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",839,0.00020975,2368,0.004736,18,3.6e-05,0.0049817499999999,38.82512044906616
BenchmarkTest00082.java,1,0,CWE-330,CWE-330,1,1,0,0,0,CWE-330,850,0.0002125,2432,0.004864,12,2.4e-05,0.0051005,30.371763467788696
BenchmarkTest00083.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-352",866,0.0002165,2112,0.004224,18,3.6e-05,0.0044765,32.02918243408203
BenchmarkTest00084.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",848,0.000212,2624,0.005248,18,3.6e-05,0.005496,37.74103879928589
BenchmarkTest00085.java,1,0,CWE-330,CWE-338,0,1,0,0,0,"CWE-338,CWE-200",907,0.00022675,2368,0.004736,18,3.6e-05,0.00499875,35.583073139190674
BenchmarkTest00086.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-338,CWE-200",863,0.00021575,2304,0.004608,22,4.4e-05,0.00486775,30.756950616836548
BenchmarkTest00087.java,1,0,CWE-614,,,0,0,0,1,"CWE-113,CWE-20,CWE-319",741,0.00018525,2816,0.005632,22,4.4e-05,0.0058612499999999,37.786988973617554
BenchmarkTest00088.java,0,0,CWE-614,,,0,0,1,0,CWE-113,708,0.000177,2496,0.004992,14,2.8e-05,0.005197,31.42384529113769
BenchmarkTest00089.java,0,0,CWE-614,,,0,0,1,0,"CWE-113,CWE-20",735,0.00018375,1856,0.003712,18,3.6e-05,0.0039317499999999,31.567126274108887
BenchmarkTest00090.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,636,0.000159,1024,0.002048,12,2.4e-05,0.002231,24.58194136619568
BenchmarkTest00091.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-427",595,0.00014875,1472,0.002944,18,3.6e-05,0.00312875,25.21954846382141
BenchmarkTest00092.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,687,0.00017175,1984,0.003968,14,2.8e-05,0.00416775,31.142451524734497
BenchmarkTest00093.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,684,0.000171,2048,0.004096,12,2.4e-05,0.004291,33.98241186141968
BenchmarkTest00094.java,0,0,CWE-330,,,0,0,1,0,"CWE-20,CWE-113,CWE-200",982,0.0002455,2240,0.00448,22,4.4e-05,0.0047694999999999,36.63153100013733
BenchmarkTest00095.java,0,0,CWE-330,,,0,0,1,0,"CWE-200,CWE-312",979,0.00024475,2688,0.005376,18,3.6e-05,0.0056567499999999,36.61274170875549
BenchmarkTest00096.java,0,0,CWE-330,CWE-330,1,0,1,0,0,"CWE-200,CWE-330",907,0.00022675,2752,0.005504,18,3.6e-05,0.00576675,32.91366934776306
BenchmarkTest00100.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,715,0.00017875,704,0.001408,14,2.8e-05,0.00161475,21.400474309921265
BenchmarkTest00101.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,669,0.00016725,1408,0.002816,14,2.8e-05,0.0030112499999999,25.59766960144043
BenchmarkTest00102.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",676,0.000169,1344,0.002688,18,3.6e-05,0.0028929999999999,26.67305088043213
BenchmarkTest00103.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,683,0.00017075,1536,0.003072,14,2.8e-05,0.00327075,28.39068078994751
BenchmarkTest00104.java,0,0,CWE-89,,,0,0,1,0,CWE-209,640,0.00016,2432,0.004864,14,2.8e-05,0.005052,35.04120373725891
BenchmarkTest00105.java,0,0,CWE-89,,,0,0,1,0,CWE-209,616,0.000154,2176,0.004352,14,2.8e-05,0.004534,31.39761757850647
BenchmarkTest00106.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,653,0.00016325,1152,0.002304,14,2.8e-05,0.00249525,24.69080638885498
BenchmarkTest00107.java,0,0,CWE-89,CWE-89,1,0,1,0,0,"CWE-89,CWE-113",820,0.000205,2048,0.004096,18,3.6e-05,0.004337,31.27537989616394
BenchmarkTest00108.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,686,0.0001715,1088,0.002176,14,2.8e-05,0.0023754999999999,22.42794418334961
BenchmarkTest00109.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,632,0.000158,1536,0.003072,14,2.8e-05,0.003258,32.32027101516724
BenchmarkTest00110.java,0,0,CWE-89,,,0,0,1,0,"CWE-113,CWE-400,CWE-209",831,0.00020775,1920,0.00384,22,4.4e-05,0.00409175,30.127716779708862
BenchmarkTest00111.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,647,0.00016175,1600,0.0032,14,2.8e-05,0.00338975,26.34397554397583
BenchmarkTest00112.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-79",604,0.000151,1216,0.002432,18,3.6e-05,0.002619,25.674686670303345
BenchmarkTest00113.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,678,0.0001695,1728,0.003456,12,2.4e-05,0.0036495,32.1151020526886
BenchmarkTest00114.java,0,0,CWE-89,,,0,0,1,0,Not vulnerable,626,0.0001565,1600,0.0032,12,2.4e-05,0.0033805,29.3188591003418
BenchmarkTest00115.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-79",672,0.000168,1536,0.003072,18,3.6e-05,0.003276,28.454408407211304
BenchmarkTest00116.java,0,0,CWE-643,,,0,0,1,0,Not vulnerable,921,0.00023025,2368,0.004736,12,2.4e-05,0.00499025,32.113821268081665
BenchmarkTest00117.java,0,0,CWE-643,,,0,0,1,0,Not vulnerable,846,0.0002115,1984,0.003968,12,2.4e-05,0.0042035,28.87927484512329
BenchmarkTest00118.java,0,0,CWE-643,,,0,0,1,0,Not vulnerable,768,0.000192,1664,0.003328,12,2.4e-05,0.003544,28.46669816970825
BenchmarkTest00119.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-200,CWE-330",1339,0.00033475,1920,0.00384,22,4.4e-05,0.0042187499999999,31.245806217193604
BenchmarkTest00120.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",1175,0.00029375,1344,0.002688,18,3.6e-05,0.00301775,27.543373346328732
BenchmarkTest00121.java,0,0,CWE-327,,,0,0,1,0,"CWE-200,CWE-209",1141,0.00028525,2624,0.005248,18,3.6e-05,0.0055692499999999,32.451632499694824
BenchmarkTest00122.java,0,0,CWE-327,,,0,0,1,0,"CWE-200,CWE-209,CWE-532,CWE-400",1083,0.00027075,2752,0.005504,26,5.2e-05,0.00582675,41.379653215408325
BenchmarkTest00123.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",828,0.000207,1920,0.00384,18,3.6e-05,0.004083,30.989246368408203
BenchmarkTest00124.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",847,0.00021175,1600,0.0032,18,3.6e-05,0.00344775,25.21260380744934
BenchmarkTest00125.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-209",830,0.0002075,2112,0.004224,18,3.6e-05,0.0044675,211.16972136497495
BenchmarkTest00126.java,0,0,CWE-327,,,0,0,1,0,"CWE-209,CWE-400",832,0.000208,2496,0.004992,18,3.6e-05,0.0052359999999999,31.55062198638916
BenchmarkTest00127.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-200,CWE-209",868,0.000217,1792,0.003584,22,4.4e-05,0.003845,29.132777452468872
BenchmarkTest00128.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-922",836,0.000209,2112,0.004224,18,3.6e-05,0.004469,32.09664797782898
BenchmarkTest00129.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209",810,0.0002025,1920,0.00384,18,3.6e-05,0.0040785,29.326488494873047
BenchmarkTest00130.java,0,0,CWE-327,CWE-327,1,0,1,0,0,"CWE-327,CWE-209,CWE-200",888,0.000222,1920,0.00384,22,4.4e-05,0.004106,29.04889798164368
BenchmarkTest00131.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,499,0.00012475,512,0.001024,12,2.4e-05,0.00117275,21.368357181549072
BenchmarkTest00132.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,655,0.00016375,960,0.00192,12,2.4e-05,0.00210775,21.36953592300415
BenchmarkTest00133.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-200",543,0.00013575,1024,0.002048,18,3.6e-05,0.00221975,24.06299114227295
BenchmarkTest00134.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,491,0.00012275,1024,0.002048,12,2.4e-05,0.00219475,24.04597544670105
BenchmarkTest00135.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,509,0.00012725,512,0.001024,12,2.4e-05,0.0011752499999999,20.46347141265869
BenchmarkTest00136.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,546,0.0001365,448,0.000896,12,2.4e-05,0.0010565,18.43680739402771
BenchmarkTest00137.java,0,0,CWE-22,,,0,0,1,0,Not vulnerable,679,0.00016975,640,0.00128,12,2.4e-05,0.00147375,21.83813691139221
BenchmarkTest00138.java,0,0,CWE-90,,,0,0,1,0,"CWE-79,CWE-209",760,0.00019,1152,0.002304,18,3.6e-05,0.00253,25.49467658996582
BenchmarkTest00139.java,0,0,CWE-90,,,0,0,1,0,"CWE-79,CWE-200,CWE-284",934,0.0002335,1152,0.002304,22,4.4e-05,0.0025815,22.94717764854431
BenchmarkTest00140.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-200",756,0.000189,1984,0.003968,18,3.6e-05,0.004193,28.55811882019043
BenchmarkTest00141.java,1,0,CWE-328,CWE-327,0,1,0,0,0,"CWE-327,CWE-759",828,0.000207,1792,0.003584,18,3.6e-05,0.003827,26.600842475891117
BenchmarkTest00142.java,0,0,CWE-328,CWE-916,0,0,1,0,0,CWE-916,717,0.00017925,1856,0.003712,14,2.8e-05,0.00391925,31.303698778152462
BenchmarkTest00143.java,1,0,CWE-328,,,0,0,0,1,"CWE-759,CWE-313,CWE-732",823,0.00020575,2560,0.00512,22,4.4e-05,0.00536975,39.88492155075073
BenchmarkTest00144.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",413,0.00010325,576,0.001152,18,3.6e-05,0.00129125,20.70400357246399
BenchmarkTest00145.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",435,0.00010875,576,0.001152,18,3.6e-05,0.00129675,22.92721438407898
BenchmarkTest00146.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",406,0.0001015,704,0.001408,18,3.6e-05,0.0015455,22.946726322174072
BenchmarkTest00147.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,421,0.00010525,512,0.001024,12,2.4e-05,0.00115325,18.19768452644348
BenchmarkTest00148.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,387,9.675e-05,832,0.001664,14,2.8e-05,0.00178875,21.33265590667725
BenchmarkTest00149.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-116",382,9.55e-05,1216,0.002432,18,3.6e-05,0.0025635,25.98622155189514
BenchmarkTest00150.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-116",392,9.8e-05,1024,0.002048,18,3.6e-05,0.002182,24.035194396972656
BenchmarkTest00151.java,0,0,CWE-79,,,0,0,1,0,Not vulnerable,414,0.0001035,1152,0.002304,12,2.4e-05,0.0024315,22.926090717315677
BenchmarkTest00152.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,427,0.00010675,768,0.001536,14,2.8e-05,0.00167075,22.37858510017395
BenchmarkTest00153.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,417,0.00010425,448,0.000896,14,2.8e-05,0.00102825,20.184616565704346
BenchmarkTest00154.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,425,0.00010625,640,0.00128,14,2.8e-05,0.00141425,21.337329149246216
BenchmarkTest00155.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-116",363,9.075e-05,704,0.001408,18,3.6e-05,0.0015347499999999,21.83250570297241
BenchmarkTest00156.java,1,0,CWE-79,CWE-79,1,1,0,0,0,CWE-79,401,0.00010025,576,0.001152,14,2.8e-05,0.00128025,20.0599422454834
BenchmarkTest00157.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-116",361,9.025e-05,1024,0.002048,18,3.6e-05,0.00217425,22.930947065353397
BenchmarkTest00158.java,0,0,CWE-78,,,0,0,1,0,Not vulnerable,508,0.000127,576,0.001152,12,2.4e-05,0.001303,19.71174478530884
BenchmarkTest00159.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-79",502,0.0001255,640,0.00128,18,3.6e-05,0.0014415,19.71174478530884
